"ID","family","joint","model","state","occupation","self_transition","observed_run_count","weighted_cos_turn","weighted_distance_open_forest"
"elk-363","truncated_normal",FALSE,"H2",1,0.708120382594959,0.927306110347369,7,-0.108023376550639,5850.53813892837
"elk-363","truncated_normal",FALSE,"H2",2,0.291879617405041,0.836090056234765,7,-0.172311048147207,22461.374719958
"elk-363","truncated_normal",FALSE,"H3",1,0.857954394745264,0.938487911493304,9,-0.178736843429829,9273.01715206205
"elk-363","truncated_normal",FALSE,"H3",2,0.0505425563301018,0.999993471251545,1,-0.130170180765426,41241.7383802453
"elk-363","truncated_normal",FALSE,"H3",3,0.0915030489246337,0.473620704704625,8,0.362797298884662,7197.72804646871
"elk-115","truncated_normal",TRUE,"M21",1,0.923711644349262,0.985687111143813,2,-0.239603832283989,817.736102980428
"elk-115","truncated_normal",TRUE,"M21",2,0.0762883556507384,0.886713784711202,2,-0.184189078141327,447.375703402083
"elk-115","truncated_normal",TRUE,"H2",1,0.0695975766487901,0.905891440995138,2,-0.155922095127956,438.430052922982
"elk-115","truncated_normal",TRUE,"H2",2,0.93040242335121,0.987940380113905,2,-0.241329415157698,815.741907841644
"elk-115","truncated_normal",TRUE,"H3",1,0.0717018473618959,0.89538573484335,2,-0.16025122517426,447.180717238204
"elk-115","truncated_normal",TRUE,"H3",2,0.82908365302012,0.950879038064671,7,-0.287537212977436,676.467314002214
"elk-115","truncated_normal",TRUE,"H3",3,0.0992144996179841,0.589527820404476,7,0.167471258735261,1981.2652634752
"elk-163","truncated_normal",TRUE,"M21",1,0.596341802909809,0.947190988487882,4,-0.161915586963525,11385.9712060331
"elk-163","truncated_normal",TRUE,"M21",2,0.403658197090191,0.934621481225005,4,-0.35476340795523,21547.5726803598
"elk-163","truncated_normal",TRUE,"H2",1,0.721065378163631,0.811175665649463,21,-0.215650697861977,17392.6160492127
"elk-163","truncated_normal",TRUE,"H2",2,0.278934621836369,0.493532272857707,21,-0.305339232263436,10563.664160905
"elk-163","truncated_normal",TRUE,"H3",1,0.167328460356187,0.329998437454394,18,-0.257782742629514,9529.70199404964
"elk-163","truncated_normal",TRUE,"H3",2,0.416548989121308,0.925068545596355,4,-0.352687433936941,20559.5211930099
"elk-163","truncated_normal",TRUE,"H3",3,0.416122550522505,0.756333264991793,16,-0.120928224336449,12806.6762974833
"elk-287","truncated_normal",TRUE,"M21",1,0.56684019707008,0.989176420030902,1,0.187393772665741,10302.0655107015
"elk-287","truncated_normal",TRUE,"M21",2,0.43315980292992,0.999993855825398,1,-0.328993929218247,39908.9555928415
"elk-287","truncated_normal",TRUE,"H2",1,0.803691853621676,0.908876087306423,13,-0.202629465708612,26854.8308752168
"elk-287","truncated_normal",TRUE,"H2",2,0.196308146378324,0.629787384890309,12,0.632547672137125,7863.00216127897
"elk-287","truncated_normal",TRUE,"H3",1,0.432393881747497,0.999992656528971,1,-0.326451427308231,39907.6626944075
"elk-287","truncated_normal",TRUE,"H3",2,0.333983570849076,0.713106417334193,15,-0.0517347578904826,12058.3564375093
"elk-287","truncated_normal",TRUE,"H3",3,0.233622547403426,0.616117203727849,14,0.516570880038607,7890.75403492963
