"T","rep","seed","logLik_gauss_K2","logLik_gauss_K3","logLik_mix_K2_M2","BIC_gauss_K2","BIC_gauss_K3","BIC_mix_K2_M2","delta_BIC_gauss_K3_minus_K2","delta_BIC_mix_K2_minus_gauss_K3","gaussian_BIC_favours_K3","enriched_BIC_favours_K2_mix","mix_state1_mean","mix_state2_mean","mix_state1_occ","mix_state2_occ"
1500,29,36260639,-2225.57384415042,-2059.55769169816,-2061.22894744316,4502.34023101048,4221.50046881558,4217.52975991849,-280.839762194894,-3.97070889709266,TRUE,TRUE,-0.53161579761735,3.79690614519779,0.460715890464593,0.539284109535408
1500,30,36260640,-2330.40925597725,-2119.65737910426,-2119.95138803071,4712.01105466412,4341.69984362779,4334.9746410936,-370.311211036337,-6.72520253418497,TRUE,TRUE,-0.545124823762964,3.83961468287607,0.538045503981299,0.461954496018702
1500,31,36260641,-2082.72360971488,-1930.41448642087,-1930.25506514085,4216.6397621394,3963.214058261,3955.58199531387,-253.425703878401,-7.63206294712654,TRUE,TRUE,-0.497171483906278,3.83289190370616,0.375192151238537,0.624807848761464
1500,32,36260642,-2140.21163899067,-1979.12067052205,-1981.33721964388,4331.61582069098,4060.62642646335,4057.74630431994,-270.989394227624,-2.88012214341325,TRUE,TRUE,-0.519085372773427,3.8600199275356,0.407225300685717,0.592774699314283
1500,33,36260643,-2188.4557840726,-2060.87288117884,-2061.84898241988,4428.10411085483,4224.13084777695,4218.76982987193,-203.973263077884,-5.3610179050138,TRUE,TRUE,-0.409116620638001,3.82404579477317,0.376378441857873,0.623621558142126
1500,34,36260644,-2037.53470398105,-2030.55010693953,-1926.606580165,4126.26195067174,4163.48529929832,3948.28502536218,37.2233486265795,-215.200273936142,FALSE,TRUE,-0.567714949636107,3.81808174187166,0.331990295159563,0.668009704840437
1500,35,36260645,-2193.66918925396,-2043.72797135966,-2044.10167129691,4438.53092121754,4189.84102813859,4183.27520762599,-248.689893078948,-6.56582051260193,TRUE,TRUE,-0.546675713939571,3.80056063805126,0.441171622802019,0.558828377197981
1500,36,36260646,-2187.11171909193,-2033.93471634093,-2034.11856527714,4425.4159808935,4170.25451810113,4163.30899558644,-255.161462792365,-6.9455225146894,TRUE,TRUE,-0.454015970831015,3.8094873743513,0.414608250675184,0.585391749324816
1500,37,36260647,-2188.50939105707,-2051.10843161337,-2051.50416343987,4428.21132482378,4204.601948646,4198.08019191192,-223.609376177772,-6.52175673408692,TRUE,TRUE,-0.49460242464216,3.78601688018462,0.422068657195831,0.577931342804169
1500,38,36260648,-2220.82634193476,-2042.56628553244,-2045.1279301228,4492.84522657915,4187.51765648415,4185.32772527778,-305.327570095001,-2.18993120637424,TRUE,TRUE,-0.498346097440332,3.79180118365095,0.438554065995097,0.561445934004902
1500,39,36260649,-2308.72996445256,-2107.97498675369,-2107.42798246893,4668.65247161475,4318.33505892664,4309.92782997003,-350.317412688106,-8.40722895661384,TRUE,TRUE,-0.482747366638003,3.82940376655584,0.494577387312766,0.505422612687234
1500,40,36260650,-2098.35964001393,-1960.53836209166,-1961.62723132366,4247.9118227375,4023.46180960258,4018.32632767949,-224.450013134923,-5.13548192308599,TRUE,TRUE,-0.519424178651739,3.79654779493955,0.403455141302272,0.596544858697728
1500,41,36260651,-2312.60589963018,-2167.23928927546,-2170.04087678596,4676.40434196999,4436.86366397018,4435.1536186041,-239.540677999811,-1.71004536608416,TRUE,TRUE,-0.479960204287829,3.76505837312943,0.479966181369893,0.520033818630107
1500,42,36260652,-2221.08243430773,-2216.70679373895,-2095.17794077406,4493.35741132508,4535.79867289716,4285.42774658029,42.4412615720767,-250.370926316876,FALSE,TRUE,-0.502387638232546,3.78251949249215,0.418972033180758,0.581027966819242
1500,43,36260653,-2242.14341215122,-2070.10936046828,-2070.999270025,4535.47936701207,4242.60380635581,4237.07040508218,-292.875560656251,-5.53340127363663,TRUE,TRUE,-0.514097118335867,3.78884872638549,0.462329755637136,0.537670244362865
1500,44,36260654,-2203.17096999197,-2049.41059930568,-2052.45783249672,4457.53448269358,4201.20628403063,4199.98753002561,-256.328198662947,-1.21875400502176,TRUE,TRUE,-0.488436439169448,3.77828860671015,0.445659543031971,0.554340456968029
1500,45,36260655,-2116.77373189933,-1977.65769414055,-1977.24136393736,4284.74000650829,4057.70047370036,4049.55459290689,-227.039532807923,-8.14588079347959,TRUE,TRUE,-0.494978004708348,3.84308431897509,0.40086400244358,0.599135997556422
1500,46,36260656,-2093.80225635593,-1969.11713055041,-1969.97910349972,4238.79705542149,4040.61934652009,4035.03007203162,-198.177708901397,-5.58927448847317,TRUE,TRUE,-0.54721059690397,3.7976192558536,0.361414432961347,0.638585567038654
1500,47,36260657,-2210.84415814595,-2052.91627377931,-2053.09020431319,4472.88085900153,4208.21763297788,4201.25227365856,-264.663226023657,-6.96535931931521,TRUE,TRUE,-0.502204268722267,3.77442234545826,0.413194781533108,0.586805218466892
1500,48,36260658,-2250.96224200692,-2053.20053207994,-2052.08892315416,4553.11702672348,4208.78614957914,4199.24971134049,-344.330877144342,-9.53643823864513,TRUE,TRUE,-0.491732956751419,3.82647439328363,0.49003431536367,0.50996568463633
1500,49,36260659,-2161.35483855177,-2031.45792028518,-2032.76128176455,4373.90221981317,4165.30092598962,4160.59442856128,-208.601293823552,-4.70649742833302,TRUE,TRUE,-0.509545439980277,3.77700869848787,0.35479205933373,0.64520794066627
1500,50,36260660,-2103.46751469766,-1918.78513257453,-1920.62359424579,4258.12757210496,3939.95535056832,3936.31905352375,-318.172221536635,-3.63629704456844,TRUE,TRUE,-0.493393733411918,3.82360677964291,0.434490954907946,0.565509045092054
1500,51,36260661,-2151.7620850913,-1992.31015364268,-1990.04350575834,4354.71671289223,4087.00539270462,4075.15887654886,-267.711320187617,-11.846516155761,TRUE,TRUE,-0.578724231490472,3.83100020154706,0.463438728587038,0.536561271412962
1500,52,36260662,-2131.76793385572,-1979.66344947537,-1976.21700739019,4314.72841042108,4061.71198437,4047.50587981256,-253.016426051076,-14.2061045574424,TRUE,TRUE,-0.442071612940921,3.83382063532052,0.397191244186508,0.602808755813492
1500,53,36260663,-2247.92630456237,-2081.8704905979,-2083.48873382911,4547.04515183437,4266.12606661506,4262.0493326904,-280.919085219304,-4.07673392466131,TRUE,TRUE,-0.512630483037348,3.78742542684762,0.485957016642163,0.514042983357837
1500,54,36260664,-2125.72399688227,-1999.11728681492,-1999.02759242292,4302.64053647417,4100.6196590491,4093.12704987802,-202.020877425071,-7.49260917107813,TRUE,TRUE,-0.618109108102421,3.81806165124965,0.36913346610012,0.63086653389988
1500,55,36260665,-2188.0257899594,-2044.33003889171,-2044.34636609461,4427.24412262843,4191.04516320267,4183.76459722138,-236.198959425756,-7.28056598129024,TRUE,TRUE,-0.537427284745538,3.78984363568769,0.452170272993242,0.547829727006758
1500,56,36260666,-2068.01949587036,-1957.10355844749,-1957.43451068816,4187.23153445035,4016.59220231424,4009.9408864085,-170.639332136116,-6.65131590573992,TRUE,TRUE,-0.564313325727187,3.78168964348781,0.330116713236129,0.66988328676387
1500,57,36260667,-2069.66834604025,-1937.25780116535,-1937.86299071723,4190.52923479013,3976.90068774996,3970.79784646664,-213.628547040167,-6.10284128332933,TRUE,TRUE,-0.567297793227642,3.83751156402876,0.360637399935535,0.639362600064464
1500,58,36260668,-2213.07163754951,-2211.50304985157,-2029.56341967296,4477.33581780864,4525.39118512241,4154.1987043781,48.0553673137638,-371.192480744307,FALSE,TRUE,-0.525081822285899,3.81403682523171,0.422353912685767,0.577646087314233
1500,59,36260669,-2221.81576315169,-2067.14896083106,-2067.16256777679,4494.82406901301,4236.68300708138,4229.39700058576,-258.141061931632,-7.2860064956194,TRUE,TRUE,-0.498422149778834,3.81174175467765,0.414390655166827,0.585609344833173
1500,60,36260670,-2204.22124456503,-2060.34596234183,-2061.03297740256,4459.63503183968,4223.07701010293,4217.1378198373,-236.558021736753,-5.93919026563526,TRUE,TRUE,-0.437511364622534,3.81311923767682,0.403775753747507,0.596224246252494
1500,61,36260671,-2059.2184795843,-2056.9818750276,-1955.74966597423,4169.62950187823,4216.34883547447,4006.57119698063,46.7193335962402,-209.777638493841,FALSE,TRUE,-0.504882124960361,3.79218029449844,0.303200067038706,0.696799932961293
1500,62,36260672,-2197.7975604576,-2047.20814721894,-2050.88679045646,4446.78766362484,4196.80137985714,4196.84544594509,-249.986283767699,0.0440660879503412,TRUE,FALSE,-0.596331130708081,3.79628477465778,0.438922170816513,0.561077829183487
1500,63,36260673,-2303.80573374994,-2106.75567327858,-2104.70746876489,4658.80401020952,4315.89643197643,4304.48680256195,-342.907578233087,-11.4096294144874,TRUE,TRUE,-0.478572094007278,3.81108780064596,0.5183879886422,0.4816120113578
1500,64,36260674,-2158.47142896461,-2154.35914426252,-2014.54140236864,4368.13540063886,4411.10337394431,4124.15466976946,42.9679733054454,-286.94870417485,FALSE,TRUE,-0.53868278715027,3.82061281361416,0.395005851490883,0.604994148509118
1500,65,36260675,-2290.14280415817,-2086.63919536799,-2087.13996685713,4631.47815102597,4275.66347615524,4269.35179874644,-355.814674870727,-6.31167740880301,TRUE,TRUE,-0.533262016854852,3.81915491792264,0.498258203279375,0.501741796720625
1500,66,36260676,-2152.71908917023,-1994.86786564828,-1994.74318129432,4356.6307210501,4092.12081671581,4084.55822762081,-264.509904334281,-7.56258909500457,TRUE,TRUE,-0.598145072214312,3.80236542903078,0.42517188597588,0.57482811402412
1500,67,36260677,-2188.10714450368,-2182.82161255883,-2054.76580381431,4427.40683171699,4468.02831053691,4204.60347266079,40.6214788199268,-263.424837876121,FALSE,TRUE,-0.469244756383929,3.83255474286315,0.408761676648698,0.591238323351302
1500,68,36260678,-2230.89063637675,-2089.42905580341,-2089.14312757903,4512.97381546314,4281.24319702608,4273.35812019023,-231.730618437061,-7.88507683584794,TRUE,TRUE,-0.503995352775977,3.79879935646186,0.480743929845755,0.519256070154245
1500,69,36260679,-2150.46492878216,-2025.77370319052,-2027.08901073231,4352.12240027395,4153.9324918003,4149.24988649679,-198.189908473648,-4.68260530351199,TRUE,TRUE,-0.400425959140873,3.78177699120877,0.385417111837109,0.61458288816289
1500,70,36260680,-2184.01871694795,-2020.04120037089,-2019.30930657479,4419.22997660553,4142.46748616104,4133.69047818175,-276.762490444489,-8.77700797928446,TRUE,TRUE,-0.452473040875726,3.80246331144411,0.413932560561868,0.586067439438131
1500,71,36260681,-2191.17991896364,-2039.86070722396,-2037.24064536903,4433.55238063692,4182.10649986718,4169.55315577024,-251.445880769741,-12.5533440969384,TRUE,TRUE,-0.468537922985021,3.81747671161351,0.486593408545396,0.513406591454604
1500,72,36260682,-2097.42341547144,-1937.45952422626,-1936.72204599038,4246.03937365251,3977.30413387178,3968.51595701293,-268.735239780732,-8.78817685884724,TRUE,TRUE,-0.616207895721111,3.83771319315999,0.394857838486932,0.605142161513068
1500,73,36260683,-2152.74509214885,-2035.35366036812,-2036.62797622917,4356.68272700733,4173.0924061555,4168.32781749052,-183.590320851828,-4.7645886649816,TRUE,TRUE,-0.591199076260545,3.78674622283416,0.368521136463381,0.631478863536619
1500,74,36260684,-2094.80168054613,-1948.86618154035,-1950.77941025542,4240.79590380188,4000.11744849996,3996.63068554302,-240.678455301921,-3.48676295694213,TRUE,TRUE,-0.461574753838086,3.80168325248559,0.416307173830569,0.583692826169431
1500,75,36260685,-2150.71652756034,-1979.59051911527,-1977.38406431209,4352.62559783031,4061.5661236498,4049.83999365635,-291.059474180511,-11.726129993448,TRUE,TRUE,-0.596595773978627,3.8121252891843,0.423730969283843,0.576269030716157
1500,76,36260686,-2140.51127346102,-1996.03710092813,-1996.56994677076,4332.21508963166,4094.45928727553,4088.21175857369,-237.75580235613,-6.24752870184102,TRUE,TRUE,-0.515283800294641,3.79582928554775,0.382404457583916,0.617595542416084
1500,77,36260687,-2245.82792271986,-2061.29440978305,-2063.03267340841,4542.84838814935,4224.97390498535,4221.137211849,-317.874483163995,-3.83669313635528,TRUE,TRUE,-0.495367254949525,3.78668704141991,0.497650296095194,0.502349703904806
1500,78,36260688,-2190.64771695005,-2008.91889915046,-2007.97563575392,4432.48797660973,4120.22288372018,4111.02313654001,-312.265092889545,-9.19974718017693,TRUE,TRUE,-0.523633208719154,3.78759437145627,0.436204959709691,0.563795040290309
1500,79,36260689,-2204.33483109611,-2043.88425590356,-2045.19475924136,4459.86220490185,4190.15359722638,4185.46138351489,-269.708607675477,-4.69221371148615,TRUE,TRUE,-0.431697366154704,3.76725964157542,0.43110616732032,0.56889383267968
1500,80,36260690,-2197.89384727831,-2057.0813216026,-2058.95226677259,4446.98023726626,4216.54772862446,4212.97639857736,-230.4325086418,-3.57133004710249,TRUE,TRUE,-0.471034190774016,3.7713356349389,0.427648059636922,0.572351940363078
1500,81,36260691,-2187.58973403049,-2045.0575075776,-2046.53001736024,4426.37201077061,4192.50010057447,4188.13189975266,-233.871910196145,-4.36820082181293,TRUE,TRUE,-0.466461599052956,3.77642303813373,0.422963744905538,0.577036255094463
1500,82,36260692,-2133.9861318799,-2130.87327991589,-1993.86675101947,4319.16480646944,4364.13164525104,4082.80536707111,44.9668387815973,-281.326278179926,FALSE,TRUE,-0.480859930301623,3.79781545707873,0.39094767830914,0.609052321690861
1500,83,36260693,-2160.97727975909,-2013.83212594432,-2014.08025970755,4373.14710222782,4130.0493373079,4123.23238444727,-243.097764919917,-6.81695286062768,TRUE,TRUE,-0.54845927574699,3.7804713200223,0.397980904581286,0.602019095418714
1500,84,36260694,-2131.17232951147,-1996.88177710509,-1995.99934614539,4313.53720173257,4096.14863962945,4087.07055732295,-217.38856210312,-9.07808230649925,TRUE,TRUE,-0.498229715887443,3.87282903252263,0.393686920450395,0.606313079549605
1500,85,36260695,-2179.10906987097,-2034.74329760303,-2032.6898413718,4409.41068245157,4171.87168062533,4160.45154777577,-237.539001826231,-11.4201328495628,TRUE,TRUE,-0.506598640381599,3.79124604865148,0.407544934094899,0.592455065905101
1500,86,36260696,-2097.37356327435,-1975.06371285056,-1975.18103305082,4245.93966925834,4052.51251112038,4045.43393113381,-193.427158137959,-7.07857998656755,TRUE,TRUE,-0.473526384840224,3.79756703404823,0.344576040444687,0.655423959555314
1500,87,36260697,-2163.9896629746,-2009.07846599548,-2010.18581842611,4379.17186865884,4120.54201741023,4115.44350188439,-258.629851248611,-5.09851552583859,TRUE,TRUE,-0.496737157041914,3.81742687713241,0.418369646632118,0.581630353367882
1500,88,36260698,-2107.37538114667,-1967.19685471852,-1963.38418087207,4265.94330500297,4036.77879485631,4021.8402267763,-229.164510146658,-14.9385680800069,TRUE,TRUE,-0.520961430325153,3.81069721718442,0.394591243786768,0.605408756213232
1500,89,36260699,-2237.32127741295,-2067.35225410359,-2068.98657711445,4525.83509753553,4237.08959362644,4233.04501926107,-288.745503909087,-4.04457436537268,TRUE,TRUE,-0.480189896157352,3.7672751437061,0.458972834730698,0.541027165269302
1500,90,36260700,-2234.62180518385,-2078.53724217537,-2078.63787048711,4520.43615307733,4259.45956977001,4252.3476060064,-260.976583307316,-7.11196376361022,TRUE,TRUE,-0.440830955349481,3.81967993399614,0.443536415166371,0.556463584833628
1500,91,36260701,-2226.37268185845,-2081.69611102332,-2083.94622377459,4503.93790642653,4265.77730746591,4262.96431258135,-238.160598960621,-2.81299488456443,TRUE,TRUE,-0.572282404858758,3.79356228395084,0.469607412948053,0.530392587051947
1500,92,36260702,-2218.94450406062,-2072.27287537323,-2073.43310962456,4489.08155083087,4246.93083616572,4241.93808428129,-242.150714665153,-4.99275188442971,TRUE,TRUE,-0.449060966312801,3.84810355320335,0.444592844640663,0.555407155359337
1500,93,36260703,-2198.33481102814,-2025.86624130463,-2024.87914127673,4447.86216476592,4154.11756802852,4144.83014758563,-293.744596737395,-9.28742044289083,TRUE,TRUE,-0.475567149700972,3.79062145854749,0.448214367003909,0.551785632996091
1500,94,36260704,-2270.04185163955,-2074.3709179431,-2075.20904133416,4591.27624598874,4251.12692130547,4245.4899477005,-340.149324683265,-5.63697360496826,TRUE,TRUE,-0.521892172683853,3.77509547018755,0.525042351347334,0.474957648652665
1500,95,36260705,-2121.93017364628,-1963.55875791854,-1964.07998185418,4295.05289000219,4029.50260125635,4023.23182874053,-265.550288745839,-6.27077251582341,TRUE,TRUE,-0.507601508290277,3.83812244383618,0.432881447108717,0.567118552891283
1500,96,36260706,-2210.69707530706,-2083.99050406443,-2083.94202099362,4472.58669332374,4270.36609354813,4262.95590701941,-202.220599775616,-7.41018652871662,TRUE,TRUE,-0.422204346148528,3.79638959252052,0.403729102831563,0.596270897168437
1500,97,36260707,-2181.13247523455,-2044.53873893245,-2046.98079432685,4413.45749317873,4191.46256328416,4189.03345368587,-221.994929894574,-2.42910959828896,TRUE,TRUE,-0.533158925101305,3.79730623124929,0.390875241949544,0.609124758050457
1500,98,36260708,-2210.55205281069,-2045.10731601696,-2046.50712191713,4472.29664833101,4192.59971745318,4188.08610886644,-279.696930877825,-4.51360858674525,TRUE,TRUE,-0.45299527298709,3.807508703126,0.45745421160565,0.542545788394352
1500,99,36260709,-2224.68692299639,-2053.02132962328,-2052.99363500878,4500.56638870242,4208.42774466582,4201.05913504973,-292.138644036597,-7.36860961608909,TRUE,TRUE,-0.494756976568481,3.7817740221665,0.464536269082529,0.535463730917471
1500,100,36260710,-2177.50864334321,-2038.72819046364,-2041.20345547508,4406.20982939605,4179.84146634655,4177.47877598233,-226.3683630495,-2.36269036422254,TRUE,TRUE,-0.539515542341529,3.8252789455665,0.421544348000328,0.578455651999672
1500,101,36260711,-2215.33365391591,-2066.23980023679,-2066.69363403875,4481.85985054145,4234.86468589284,4228.45913310967,-246.995164648603,-6.40555278317152,TRUE,TRUE,-0.4978061959568,3.77526507551699,0.404473932680792,0.595526067319209
1500,102,36260712,-2127.0622085097,-1984.38795610568,-1988.13425325194,4305.31695972902,4071.16099763062,4071.34037153605,-234.155962098405,0.179373905435568,TRUE,FALSE,-0.505126163034479,3.79654533071001,0.410539154729993,0.589460845270007
1500,103,36260713,-2198.20443507738,-2052.99896474694,-2052.61757081835,4447.60141286439,4208.38301491314,4200.30700666888,-239.218397951246,-8.0760082442639,TRUE,TRUE,-0.492497644466486,3.87319246925889,0.420768797612666,0.579231202387334
1500,104,36260714,-2206.63925349563,-2044.30818366506,-2045.63949747806,4464.47104970088,4191.00145274939,4186.35085998829,-273.469596951491,-4.65059276110333,TRUE,TRUE,-0.508309701862688,3.78779302516166,0.447163814404392,0.552836185595608
1500,105,36260715,-2193.44426439462,-2039.85980598786,-2037.33398052493,4438.08107149887,4182.10469739498,4169.73982608203,-255.976374103892,-12.3648713129505,TRUE,TRUE,-0.42962709914777,3.8218597727861,0.424933488523437,0.575066511476563
1500,106,36260716,-2211.86645642191,-2049.501596814,-2049.48461078831,4474.92545555346,4201.38827904726,4194.0410866088,-273.537176506199,-7.34719243845666,TRUE,TRUE,-0.575061789663762,3.80897096939484,0.444082900365628,0.555917099634373
1500,107,36260717,-2126.5210394652,-2013.14519584405,-2013.52472691511,4304.23462164004,4128.67547710736,4122.12131886239,-175.559144532675,-6.55415824496777,TRUE,TRUE,-0.516301588523873,3.76245603570628,0.387591096254771,0.612408903745229
1500,108,36260718,-2095.03782402902,-2092.84982161542,-1948.89637157892,4241.26819076768,4288.08472865011,3992.86460819001,46.8165378824351,-295.220120460103,FALSE,TRUE,-0.618295491489065,3.81551183077564,0.384603402622511,0.61539659737749
1500,109,36260719,-2227.98730742074,-2056.27580555477,-2054.34153828535,4507.16715755111,4214.93669652881,4203.75494160288,-292.230461022305,-11.1817549259285,TRUE,TRUE,-0.578896305191967,3.77110593786079,0.532138972530415,0.467861027469585
1500,110,36260720,-2236.80987482944,-2063.98255666732,-2063.60722827119,4524.81229236851,4230.35019875391,4222.28632157456,-294.462093614601,-8.06387717934649,TRUE,TRUE,-0.497312500724717,3.79471236363163,0.449737257624757,0.550262742375243
1500,111,36260721,-2164.52381159777,-1984.17839755265,-1985.64690182996,4380.24016590518,4070.74188052456,4066.36566869209,-309.498285380616,-4.37621183247165,TRUE,TRUE,-0.452308646094184,3.82902667805775,0.425827337197616,0.574172662802383
1500,112,36260722,-2222.79231395627,-2075.12725515889,-2074.69073609846,4496.77717062217,4252.63959573705,4244.4533372291,-244.137574885119,-8.18625850795252,TRUE,TRUE,-0.529930219869738,3.78190738258307,0.440334967210836,0.559665032789164
1500,113,36260723,-2247.96983261693,-2098.35863597402,-2098.12598561618,4547.13220794349,4299.10235736731,4291.32383626454,-248.029850576175,-7.77852110277581,TRUE,TRUE,-0.519769592852986,3.76641872526579,0.507902581291888,0.492097418708112
1500,114,36260724,-2159.40250359986,-2019.67029055468,-2020.9471854181,4369.99754990935,4141.72566652862,4136.96623586837,-228.271883380728,-4.75943066025229,TRUE,TRUE,-0.555691573089439,3.79341809231297,0.399362147108358,0.600637852891641
1500,115,36260725,-2075.08206458614,-1945.80933252402,-1944.29470068248,4201.35667188191,3994.0037504673,3983.66126639712,-207.352921414614,-10.3424840701741,TRUE,TRUE,-0.447561398733809,3.80625541428883,0.399581024193397,0.600418975806602
1500,116,36260726,-2237.02685937241,-2113.34326110051,-2112.29500782247,4525.24626145445,4329.07160762028,4319.66188067711,-196.174653834169,-9.40972694317406,TRUE,TRUE,-0.507373234652944,3.82404126521886,0.39774794957617,0.60225205042383
1500,117,36260727,-2124.85370214042,-2001.82681601448,-1998.15740860561,4300.89994699047,4106.03871744822,4091.38668224338,-194.861229542244,-14.6520352048396,TRUE,TRUE,-0.532001707317305,3.81846004469623,0.368861197627986,0.631138802372015
1500,118,36260728,-2138.16946645017,-1986.03572579358,-1986.77766698919,4327.53147560997,4074.45653700642,4068.62719901056,-253.074938603541,-5.8293379958659,TRUE,TRUE,-0.560147623841655,3.81297180295636,0.437297613016564,0.562702386983436
1500,119,36260729,-2156.76734402962,-2007.54730463855,-2004.26302632202,4364.72723076887,4117.47969469637,4103.59791767621,-247.247536072496,-13.8817770201586,TRUE,TRUE,-0.627087549653957,3.75604441607617,0.39159987906987,0.608400120930131
1500,120,36260730,-2173.28270798764,-2013.94558904648,-2013.96460847292,4397.75795868491,4130.27626351222,4123.00108197802,-267.481695172696,-7.27518153419624,TRUE,TRUE,-0.499035162340443,3.7723472657499,0.450740320932352,0.549259679067648
1500,121,36260731,-2190.29863802487,-2028.41875940039,-2028.99671450516,4431.78981875937,4159.22260422004,4153.0652940425,-272.56721453933,-6.15731017753933,TRUE,TRUE,-0.487993911637242,3.8116790663192,0.455660082923794,0.544339917076206
1500,122,36260732,-2178.9353907889,-2053.60670154417,-2055.36791810384,4409.06332428744,4209.5984885076,4205.80770123985,-199.464835779839,-3.79078726774242,TRUE,TRUE,-0.38095410585197,3.78772413098596,0.373186772285343,0.626813227714657
1500,123,36260733,-2186.54940373429,-2036.92366262596,-2037.49945321499,4424.29135017822,4176.23241067119,4170.07077146215,-248.058939507027,-6.16163920903819,TRUE,TRUE,-0.4837335102565,3.82561719020337,0.401844938599995,0.598155061400005
1500,124,36260734,-2117.03169715164,-2003.50136871762,-2004.08635052211,4285.2559370129,4109.38782285451,4103.24456607639,-175.868114158392,-6.14325677812212,TRUE,TRUE,-0.593031951559205,3.80696931732562,0.341308169820698,0.658691830179302
1500,125,36260735,-2210.85556302046,-2048.12842621309,-2049.9019393034,4472.90366875056,4198.64193784544,4194.87574363898,-274.261730905119,-3.76619420645875,TRUE,TRUE,-0.555598101215746,3.8036265574143,0.446592094750723,0.553407905249277
1500,126,36260736,-2095.81184085651,-1933.12463565513,-1933.64771296749,4242.81622442265,3968.63435672952,3962.36729096715,-274.181867693133,-6.26706576236893,TRUE,TRUE,-0.469513504330599,3.81895805191114,0.376136582224857,0.623863417775143
1500,127,36260737,-2135.75155615101,-1964.04072517975,-1967.38963755177,4322.69565501166,4030.46653577877,4029.85114013572,-292.229119232892,-0.615395643050306,TRUE,TRUE,-0.454997044023338,3.8423363919134,0.388845365242856,0.611154634757144
1500,128,36260738,-2167.8023468615,-1995.97502857172,-1996.99246652865,4386.79723643264,4094.3351425627,4089.05679808948,-292.462093869944,-5.27834447321266,TRUE,TRUE,-0.515917849157525,3.81470996919928,0.452855137235545,0.547144862764454
1500,129,36260739,-2193.68443905393,-1998.78306505637,-2001.68288980981,4438.56142081749,4099.95121553201,4098.4376446518,-338.610205285477,-1.51357088020814,TRUE,TRUE,-0.483706764183753,3.81804391765165,0.420566975280272,0.579433024719729
1500,130,36260740,-2210.01094535729,-2083.62302712709,-2082.67212235265,4471.21443342421,4269.63113967345,4260.41610973748,-201.58329375076,-9.21502993597733,TRUE,TRUE,-0.38909643838923,3.77425238046662,0.405252859504082,0.594747140495918
1500,131,36260741,-2199.55139264026,-2047.7342473487,-2047.76741942249,4450.29532799016,4197.85358011666,4190.60670387716,-252.441747873495,-7.24687623950558,TRUE,TRUE,-0.533481414645544,3.80946268031025,0.438260202426229,0.561739797573771
1500,132,36260742,-2185.21927919855,-2048.10861191178,-2046.98729262018,4421.63110110672,4198.60230924282,4189.04645027254,-223.0287918639,-9.55585897028868,TRUE,TRUE,-0.525464382092881,3.80178107736957,0.418386903647162,0.581613096352837
1500,133,36260743,-2075.19726768548,-1972.26008968396,-1973.73520380849,4201.58707808059,4046.90526478718,4042.54227264915,-154.681813293411,-4.36299213803386,TRUE,TRUE,-0.391151544561243,3.79957173339358,0.304705878328155,0.695294121671845
1500,134,36260744,-2170.11565272442,-2013.85988096235,-2014.48194033991,4391.42384815846,4130.10484734397,4124.03574571199,-261.319000814492,-6.06910163198245,TRUE,TRUE,-0.553139254444688,3.75409488123908,0.414093424776177,0.585906575223823
1500,135,36260745,-2198.48557000867,-2037.12532502436,-2039.84596045049,4448.16368272697,4176.63573546799,4174.76378593316,-271.527947258987,-1.87194953482958,TRUE,TRUE,-0.58578961022173,3.80282324210994,0.426804578542179,0.573195421457821
1500,136,36260746,-2234.95357917754,-2084.24357396504,-2084.42079303326,4521.09970106471,4270.87223334935,4263.91345109869,-250.227467715361,-6.95878225066645,TRUE,TRUE,-0.420188691066719,3.78984728625762,0.435756690951153,0.564243309048847
1500,137,36260747,-2153.53285430893,-2019.72481476698,-2018.39299585091,4358.2582513275,4141.83471495323,4131.85785673399,-216.423536374265,-9.97685821924188,TRUE,TRUE,-0.557016600427442,3.82350677633232,0.410531325054809,0.589468674945191
1500,138,36260748,-2165.09921744219,-2042.11554419268,-2042.12786391842,4381.39097759402,4186.61617380462,4179.32759286901,-194.774803789398,-7.28858093560484,TRUE,TRUE,-0.519995605533976,3.80617842294575,0.368647039437413,0.631352960562586
1500,139,36260749,-2238.03528155188,-2018.95190565008,-2017.99515745378,4527.26310581339,4140.28889671942,4131.06217993973,-386.974209093962,-9.22671677969265,TRUE,TRUE,-0.408173375789227,3.81050558251947,0.503694466164837,0.496305533835163
1500,140,36260750,-2140.21772519773,-2026.37814400094,-2027.01275681695,4331.62799310509,4155.14137342115,4149.09737866607,-176.486619683941,-6.0439947550858,TRUE,TRUE,-0.470632192326965,3.80121196407965,0.319698423196958,0.680301576803042
1500,141,36260751,-2158.08547597721,-2026.32445052926,-2024.08296655512,4367.36349466404,4155.03398647779,4143.23779814242,-212.329508186252,-11.7961883353773,TRUE,TRUE,-0.479483906044848,3.7788790001344,0.413861884333251,0.58613811566675
1500,142,36260752,-2093.70634786401,-1968.27317721085,-1969.44093895285,4238.60523843765,4038.93143984096,4033.95374293788,-199.673798596685,-4.97769690308314,TRUE,TRUE,-0.470413024347366,3.80951223786993,0.324985861006953,0.675014138993047
1500,143,36260753,-2148.6445176468,-2022.09163408462,-2020.27786721925,4348.48157800323,4146.5683535885,4135.62759947067,-201.913224414725,-10.9407541178325,TRUE,TRUE,-0.552987103230437,3.76644588230741,0.422245913855807,0.577754086144193
