"ID","floor","fraction","n_train","model","state","component","mean","sd","weight","occupation","self_transition"
"elk-287",0.05,0.6,97,"G3",3,1,1.68244608169894,0.69137322686825,1,0.349720467792402,0.61335900100235
"elk-287",0.05,0.6,97,"G4",1,1,0.100353269901465,0.0639604423515115,1,0.506885118079261,0.813323211835685
"elk-287",0.05,0.6,97,"G4",2,1,0.146226708001001,0.05,1,0.0978206214174163,1.92031643293947e-09
"elk-287",0.05,0.6,97,"G4",3,1,0.592355534820188,0.086980886162551,1,0.0486044116808666,2.1210824888276e-11
"elk-287",0.05,0.6,97,"G4",4,1,1.69526953647795,0.68101221283432,1,0.346689848822456,0.610109871508757
"elk-363",0.05,0.6,130,"M21",1,1,0.200186583243022,0.0832640038336712,0.67667583885781,0.728952035941377,0.763619161139192
"elk-363",0.05,0.6,130,"M21",1,2,0.501212344801458,0.0675960554957453,0.32332416114219,0.728952035941377,0.763619161139192
"elk-363",0.05,0.6,130,"M21",2,1,1.23914813515207,0.566723752957033,1,0.271047964058623,0.371076118390567
"elk-363",0.05,0.6,130,"M22",1,1,0.202734719606642,0.0858582617011794,0.727735971045634,0.68762661228057,0.785834449592891
"elk-363",0.05,0.6,130,"M22",1,2,0.775237740218438,0.303165905994383,0.272264028954366,0.68762661228057,0.785834449592891
"elk-363",0.05,0.6,130,"M22",2,1,0.49751747455827,0.0556241342172536,0.612052516420088,0.31237338771943,0.509196924176524
"elk-363",0.05,0.6,130,"M22",2,2,1.74145390037129,0.37798504268723,0.387947483579912,0.31237338771943,0.509196924176524
"elk-363",0.05,0.6,130,"G2",1,1,0.304154417983493,0.16931235159932,1,0.741027979453524,0.774726343937349
"elk-363",0.05,0.6,130,"G2",2,1,1.26402674868765,0.566567471709258,1,0.258972020546476,0.362191850913601
"elk-363",0.05,0.6,130,"G3",1,1,0.201968842678594,0.0846379573688983,1,0.498319664782236,0.540268464251803
"elk-363",0.05,0.6,130,"G3",2,1,0.503721871302736,0.0642413211042578,1,0.226952011217072,0.356344251998773
"elk-363",0.05,0.6,130,"G3",3,1,1.22949604683538,0.569180311008904,1,0.274728324000692,0.374371838590133
"elk-363",0.05,0.6,130,"G4",1,1,0.203130953179959,0.0857252516881126,1,0.506736859764752,0.541127450023759
"elk-363",0.05,0.6,130,"G4",2,1,0.499806829854172,0.0594744687897608,1,0.215369574126928,0.341223732899379
"elk-363",0.05,0.6,130,"G4",3,1,0.927254920789839,0.341394978246484,1,0.189312135530284,0.140940775510173
"elk-363",0.05,0.6,130,"G4",4,1,1.88104685894565,0.323233039784247,1,0.0885814305780358,0.607557588664846
"elk-115",0.05,0.8,154,"M21",1,1,0.117866348807211,0.0808219326480749,0.354436168715291,0.735315243135154,0.835677833634073
"elk-115",0.05,0.8,154,"M21",1,2,0.468645699225867,0.206322314983623,0.645563831284709,0.735315243135154,0.835677833634073
"elk-115",0.05,0.8,154,"M21",2,1,1.39461848049817,0.630423693667241,1,0.264684756864846,0.523406915792425
"elk-115",0.05,0.8,154,"M22",1,1,0.117233293429796,0.0805941681800057,0.342816582567351,0.775680644135477,0.851548632452228
"elk-115",0.05,0.8,154,"M22",1,2,0.476471418170083,0.207181460710831,0.657183417432649,0.775680644135477,0.851548632452228
"elk-115",0.05,0.8,154,"M22",2,1,1.24903800060859,0.238547760137828,0.723173788350859,0.224319355864523,0.462031730915486
"elk-115",0.05,0.8,154,"M22",2,2,2.34493779118732,0.219216694442013,0.276826211649141,0.224319355864523,0.462031730915486
"elk-115",0.05,0.8,154,"G2",1,1,0.331670756388768,0.228424952844985,1,0.697527308310266,0.820967652367016
"elk-115",0.05,0.8,154,"G2",2,1,1.29252976178697,0.658882069877412,1,0.302472691689734,0.570352150464615
"elk-115",0.05,0.8,154,"G3",1,1,0.189819949252324,0.142566574648933,1,0.328708875014359,0.665379728903512
"elk-115",0.05,0.8,154,"G3",2,1,0.438246750809415,0.21674705598389,1,0.310501780121078,0.973601946388364
"elk-115",0.05,0.8,154,"G3",3,1,1.17473813688567,0.664104208380993,1,0.360789344864563,0.683712639481776
"elk-115",0.05,0.8,154,"G4",1,1,0.0494938215893165,0.05,1,0.125649196871754,0.345052004315376
"elk-115",0.05,0.8,154,"G4",2,1,0.304724219907911,0.148858070056168,1,0.430414753356617,0.67447353891502
"elk-115",0.05,0.8,154,"G4",3,1,0.795445471980594,0.314300505869867,1,0.316154199527755,0.632261536342345
"elk-115",0.05,0.8,154,"G4",4,1,1.82692323596279,0.5733541798435,1,0.127781850243874,0.628518908421398
"elk-163",0.05,0.8,126,"M21",1,1,0.0652274320843365,0.05,0.681423821302142,0.661913965360065,0.734297098027703
"elk-163",0.05,0.8,126,"M21",1,2,0.257951713242158,0.120049697038859,0.318576178697858,0.661913965360065,0.734297098027703
"elk-163",0.05,0.8,126,"M21",2,1,1.55266122658288,0.772890436473541,1,0.338086034639935,0.46259189929199
"elk-163",0.05,0.8,126,"M22",1,1,0.0641098203176429,0.05,0.747970505537937,0.613488521484843,0.713431159676533
"elk-163",0.05,0.8,126,"M22",1,2,0.228928381178154,0.0821610409106277,0.252029494462063,0.613488521484843,0.713431159676533
"elk-163",0.05,0.8,126,"M22",2,1,0.552717785468006,0.229969458394967,0.369281991681364,0.386511478515157,0.530506226080565
"elk-163",0.05,0.8,126,"M22",2,2,1.90766769870083,0.596291821283797,0.630718008318636,0.386511478515157,0.530506226080565
"elk-163",0.05,0.8,126,"G2",1,1,0.0960393766617502,0.0778984782993435,1,0.581150552290835,0.695967353653197
"elk-163",0.05,0.8,126,"G2",2,1,1.32014317099266,0.84366208651831,1,0.418849447709165,0.565051876506889
"elk-163",0.05,0.8,126,"G3",1,1,0.0729215941759754,0.05,1,0.40015924127174,0.779582755584233
"elk-163",0.05,0.8,126,"G3",2,1,0.270717444432131,0.204329209928494,1,0.316438893283089,0.657049571172749
"elk-163",0.05,0.8,126,"G3",3,1,1.74273465497363,0.694620764769035,1,0.283401865445171,0.393135086914074
"elk-163",0.05,0.8,126,"G4",1,1,0.075490529095843,0.05,1,0.378955491271918,0.79966222714834
"elk-163",0.05,0.8,126,"G4",2,1,0.177735446211897,0.134633943370616,1,0.263043889421527,0.489757589413285
"elk-163",0.05,0.8,126,"G4",3,1,0.717909777446338,0.323055479266203,1,0.153020676959622,0.187836701269279
"elk-163",0.05,0.8,126,"G4",4,1,2.0661932984975,0.498401392739551,1,0.204979942346933,0.347990487552886
"elk-287",0.05,0.8,130,"M21",1,1,0.134849553726927,0.0828274092302923,0.839644905566097,0.749332401932808,0.853355635737821
"elk-287",0.05,0.8,130,"M21",1,2,0.609117884688472,0.0880095734972744,0.160355094433903,0.749332401932808,0.853355635737821
"elk-287",0.05,0.8,130,"M21",2,1,1.72834488969627,0.665444991884703,1,0.250667598067192,0.566574065339396
"elk-287",0.05,0.8,130,"M22",1,1,0.184252878243194,0.0842478019747144,0.731700008790136,0.370739719210177,0.948236080336296
"elk-287",0.05,0.8,130,"M22",1,2,0.603822031111359,0.0794201238340441,0.268299991209864,0.370739719210177,0.948236080336296
"elk-287",0.05,0.8,130,"M22",2,1,0.0962724739364853,0.0567164805224754,0.563932804168478,0.629260280789823,0.970183483516181
"elk-287",0.05,0.8,130,"M22",2,2,1.62924933877364,0.714832023210685,0.436067195831522,0.629260280789823,0.970183483516181
"elk-287",0.05,0.8,130,"G2",1,1,0.132234385240828,0.0810153574924949,1,0.604497290461112,0.716009488958871
"elk-287",0.05,0.8,130,"G2",2,1,1.29288185776403,0.787730831316211,1,0.395502709538888,0.557328785300225
"elk-287",0.05,0.8,130,"G3",1,1,0.106699147766956,0.0614082648226121,1,0.453617618345946,0.716291810396955
"elk-287",0.05,0.8,130,"G3",2,1,0.339179165130648,0.20402233846549,1,0.252974168726324,0.962030680153588
"elk-287",0.05,0.8,130,"G3",3,1,1.55778919195688,0.744267605563205,1,0.29340821292773,0.5931020414545
"elk-287",0.05,0.8,130,"G4",1,1,0.0881540982239951,0.05,1,0.413926635329913,0.626543274757932
"elk-287",0.05,0.8,130,"G4",2,1,0.224244335449639,0.0528748950407901,1,0.206638937766745,0.439358056883296
"elk-287",0.05,0.8,130,"G4",3,1,0.608044627375552,0.0799115574126154,1,0.105342960187411,0.315041693150142
"elk-287",0.05,0.8,130,"G4",4,1,1.62132819841348,0.729111398802397,1,0.274091466715931,0.641474794066084
"elk-363",0.05,0.8,173,"M21",1,1,0.480231845178556,0.193364076810789,1,0.34715241832377,0.587446077063047
"elk-363",0.05,0.8,173,"M21",2,1,0.167407947931437,0.0849757791375458,0.681990086486993,0.65284758167623,0.787462979389765
"elk-363",0.05,0.8,173,"M21",2,2,1.47085868197905,0.566106144991781,0.318009913513007,0.65284758167623,0.787462979389765
"elk-363",0.05,0.8,173,"M22",1,1,0.181617191043166,0.0919743126655479,0.759052442253032,0.707273673370823,0.787325389279074
"elk-363",0.05,0.8,173,"M22",1,2,0.785514586970347,0.292228477587167,0.240947557746968,0.707273673370823,0.787325389279074
"elk-363",0.05,0.8,173,"M22",2,1,0.501668657975772,0.0550087033382171,0.547055453567384,0.292726326629177,0.470607346995468
"elk-363",0.05,0.8,173,"M22",2,2,1.77172320633579,0.438302678408547,0.452944546432616,0.292726326629177,0.470607346995468
"elk-363",0.05,0.8,173,"G2",1,1,0.269022056486664,0.170793709395001,1,0.71839596012778,0.766542963542452
"elk-363",0.05,0.8,173,"G2",2,1,1.25475750570685,0.619549921296823,1,0.28160403987222,0.409336547460877
"elk-363",0.05,0.8,173,"G3",1,1,0.163039535135797,0.0822367966147319,1,0.410183402727921,0.614058425474627
"elk-363",0.05,0.8,173,"G3",2,1,0.461974129415273,0.207459837481274,1,0.388872663581071,0.65146271252437
"elk-363",0.05,0.8,173,"G3",3,1,1.49341059333612,0.559238651054466,1,0.200943933691008,0.390292376850594
"elk-363",0.05,0.8,173,"G4",1,1,0.181536502081238,0.0919019120363009,1,0.534748469106611,0.604453423627206
"elk-363",0.05,0.8,173,"G4",2,1,0.503324922965817,0.0560761185462964,1,0.165626762882326,0.343792435798325
"elk-363",0.05,0.8,173,"G4",3,1,0.853339857962988,0.34983812579431,1,0.180372870594348,0.269409126219117
"elk-363",0.05,0.8,173,"G4",4,1,1.77990150117779,0.489547378594016,1,0.119251897416715,0.547427554953918
